retrieval,study_ref,microbe,bacteria.code,exposed.R,syndrome,first author(s),study year,study period,study type,country,n_exposed,n_nonexposed,los,review_marker,cost_year,cost_currency,measure,se.measure,avexp,lowexp,highexp,otherexp,avnon,lownon,highnon,othernon,p,minexp,maxexp,minnon,maxnon,pvalue_flag,notes,both_los_cost,unique_id_4both,FLAG_COMPLETE,FLAG_MONEY,FLAG_EXPOSED<NON
cassini_218,"Lee JY, Chong YP, Kim T, et al. Bone and joint infection as a predictor of community-acquired methicillin-resistant Staphylococcus aureus bacteraemia: a comparative cohort study. The Journal of antimicrobial chemotherapy. Jul 2014;69(7):1966-1971.",Staphylococcus aureus,sau,methicillin,BSI,Lee,2014,01/04-12/12,Cohort,South Korea,31,138,1,AMR,,,median,IQR,47,19,87,,24,14,44.5,,,,,,,,,0,0,FALSE,FALSE,FALSE
zhen_79,"Lee SY, Kotapati S, Kuti JL, Nightingale CH, Nicolau DP. Impact of extendedspectrum
beta-lactamase-producing Escherichia coli and Klebsiella species
on clinical outcomes and hospital costs: a matched cohort study. Infect
Control Hosp Epidemiol. 2006;27:1226–32.",Enterobacteriaceae,ent,ESBL,INF,Lee,2006,no info,Cohort,USA,21,21,1,AMR,,,excess,95ci,9.7,3.2,14.6,,,,,,0.006,,,,,,"site other than UTI, taken from abstract  p <0.001",1,43,FALSE,FALSE,FALSE
zhen_79,"Lee SY, Kotapati S, Kuti JL, Nightingale CH, Nicolau DP. Impact of extendedspectrum
beta-lactamase-producing Escherichia coli and Klebsiella species
on clinical outcomes and hospital costs: a matched cohort study. Infect
Control Hosp Epidemiol. 2006;27:1226–32.",Enterobacteriaceae,ent,ESBL,INF,Lee,2006,no info,Cohort,USA,21,21,0,AMR,2015,USD,excess,sd,20641,,,28885,,,,,0.038,,,,,,"site other than UTI, taken from abstract  p <0.001",1,43,FALSE,FALSE,FALSE
naylor_114,"Leistner R, Bloch A, Sakellariou C, Gastmeier P, Schwab F. Costs and length of stay associated with extended-spectrum ?-lactamase production in cases of Escherichia coli bloodstream infection. Journal of Global Antimicrobial Resistance. Taibah University; 2014;2:107–9. ",Escherichia coli,eco,ESBL,BSI,Leistner,2014,01/2008-12/10,Cohort,Germany,92,92,1,AMR,,,median,pvalue,15,8,32,,17,8,38,,0.293,,,,,,"after infection, matched on age, sex; Charlson co-morbidity; and discharge year",1,103,FALSE,FALSE,TRUE
zhen_89,"Leistner R, Bloch A, Sakellariou C, Gastmeier P, Schwab F. Costs and length
of stay associated with extended-spectrum ?-lactamase production in cases
of Escherichia coli bloodstream infection. J Glob Antimicrob Resist. 2014;2:
107–9.",Escherichia coli,eco,ESBL,BSI,Leistner,2014,01/2008-12/10,Cohort,Germany,92,92,0,AMR,2010,EUR,median,IQR,15082,6263,41488,,16561,5599,47028,,0.359,,,,,,"total hospital cost, matched",1,103,FALSE,FALSE,TRUE
naylor_113,"Leistner R, Gürntke S, Sakellariou C, Denkel LA, Bloch A, Gastmeier P, et al. Bloodstream infection due to extended-spectrum beta-lactamase (ESBL)-positive K. pneumoniae and E. coli: an analysis of the disease burden in a large cohort. Infection. 2014;42:991–7. ",Enterobacteriaceae,ent,ESBL,BSI,Leistner,2014,01/2008-12/11,Cohort,Germany,244,1607,0,AMR,2011,EUR,median,IQR,22893,7024,62850,,9734,4003,27520,,,,,,,,p<0.001,1,13,FALSE,FALSE,FALSE
naylor_113,"Leistner R, Gürntke S, Sakellariou C, Denkel LA, Bloch A, Gastmeier P, et al. Bloodstream infection due to extended-spectrum beta-lactamase (ESBL)-positive K. pneumoniae and E. coli: an analysis of the disease burden in a large cohort. Infection. 2014;42:991–7. ",Enterobacteriaceae,ent,ESBL,BSI,Leistner,2014,01/2008-12/11,Cohort,Germany,244,1607,1,AMR,,,median,IQR,15,9,34,,12,7,23,,,,,,,,"p<0.001, total hospital cost,different from cassini et al extraction but in the actual referenced paper",1,13,FALSE,FALSE,FALSE
cassini_21,"Lemos EV, de la Hoz FP, Alvis N, et al. Impact of carbapenem resistance on clinical and economic outcomes among patients with Acinetobacter baumannii infection in Colombia. Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases. Feb 2014;20(2):174-180.",Acinetobacter baumannii,aba,carbapenems,INF,Lemos,2014,04/06-04/10,Prospective multicentre cohort,Colombia,104,61,1,AMR,,,mean,95ci,19.3,16,22.5,,16.2,11.5,19.9,,0.58,,,,,,"age, gender, APACHE II & infection site, adjusted model",1,14,FALSE,FALSE,FALSE
founou_51,"Lemos EV, Hoz FP, Alvis N, Einarson TR, Quevedo E, Castaneda C, et al. Impact of carbapenem resistance
on clinical and economic outcomes among patients with Acinetobacter baumannii infection in
Colombia. Clinical microbiology and infection: the official publication of the European Society of Clinical
Microbiology and Infectious Diseases. 2014; 20(2):174±80.",Acinetobacter baumannii,aba,carbapenems,INF,Lemos,2014,04/06-04/10,Prospective multicentre cohort,Colombia,104,61,0,AMR,2011,USD,excess,95ci,3057,1943,4134,,,,,,,,,,,,"p<0.001, adjusted model, hospital-costs",1,14,FALSE,FALSE,FALSE
zhen_32,"Li X, Chen Y, Gao W, Ouyang W, Wei J, Wen Z. Epidemiology and outcomes
of complicated skin and soft tissue infections among inpatients in southern
China from 2008 to 2013. PLoS One. 2016;11:e149960.",Staphylococcus aureus,sau,methicillin,SSTI,Li,2016,2008-2013,Cohort,China,61,14,0,AMR,2003,USD,mean,sd,37.93,,,47.2,18.89,,,13.57,0.12,,,,,,"""Complicated Skin and Soft Tissue Infections""",1,15,FALSE,FALSE,FALSE
zhen_32,"Li X, Chen Y, Gao W, Ouyang W, Wei J, Wen Z. Epidemiology and outcomes
of complicated skin and soft tissue infections among inpatients in southern
China from 2008 to 2013. PLoS One. 2016;11:e149960.",Staphylococcus aureus,sau,methicillin,SSTI,Li,2016,2008-2013,Cohort,China,61,14,1,AMR,,,mean,sd,5215.21,,,8667.48,2612.64,,,2965.28,0.39,,,,,,"""Complicated Skin and Soft Tissue Infections""",1,15,FALSE,FALSE,FALSE
cassini_157,"Lin MF, Huang ML, Lai SH. Risk factors in the acquisition of extended-spectrum beta-lactamase Klebsiella pneumoniae: a case-control study in a district teaching hospital in Taiwan. The Journal of hospital infection. Jan 2003;53(1):39-45.",Klebsiella pneumoniae,kpn,3g cephalosporins,COL/INF,Lin,2003,"05/01-09/01",Case-control study,Taiwan,43,86,1,AMR,,,mean,range,45,0,143,,18,0,82,,,,,,,,"matching on type of speciment, date of isolation",0,0,FALSE,FALSE,FALSE
cassini_323,"Linden PK, Pasculle AW, Manez R, et al. Differences in outcomes for patients with bacteremia due to vancomycin-resistant Enterococcus faecium or vancomycin-susceptible E. faecium. Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. Apr 1996;22(4):663-670.",Enterococcus faecium,efa,vancomycin,BSI,Linden,1996,1991 - 1994,Retrospective cohort study,USA,54,48,1,AMR,,,median,pvalue,46,,,,19,,,,0.03,,,,,,matched on Liver transplant patients with VREF or VSEF,0,0,FALSE,FALSE,FALSE
zhen_62,"Lloyd-Smith P, Younger J, Lloyd-Smith E, Green H, Leung V, Romney MG.
Economic analysis of vancomycin-resistant enterococci at a Canadian hospital:
assessing attributable cost and length of stay. J Hosp Infect. 2013;85:54–9.",Enterococcus,efa,vancomycin,COL/INF,Lloyd-Smith,2013,04/2008-03/2009,Retrospective cohort,Canada,217,1075,0,DRI,2009,CAD,excess,95ci,17949,13949,21464,,,,,,,,,,,,"infection & colonisation, control is ""without VRE""",1,81,FALSE,FALSE,FALSE
zhen_62,"Lloyd-Smith P, Younger J, Lloyd-Smith E, Green H, Leung V, Romney MG.
Economic analysis of vancomycin-resistant enterococci at a Canadian hospital:
assessing attributable cost and length of stay. J Hosp Infect. 2013;85:54–9.",Enterococcus,efa,vancomycin,COL/INF,Lloyd-Smith,2013,04/2008-03/2009,Retrospective cohort,Canada,217,1075,1,DRI,,,excess,95ci,13.8,10,16.9,,,,,,,,,,,,"infection & colonisation, control is ""without VRE""",1,81,FALSE,FALSE,FALSE
cassini_317,"Lodise TP, McKinnon PS, Tam VH, Rybak MJ. Clinical outcomes for patients with bacteremia caused by vancomycin-resistant enterococcus in a level 1 trauma center. Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. Apr 1 2002;34(7):922-929.",Enterococcus faecium,efa,vancomycin,BSI,"Lodise",2002,1996-2000,"Retrospective matched case-control",USA,53,53,1,AMR,,,mean,sd,22.7,,,1.88,15.9,,,1.7,,,,,,,"Note from cassini; matched on age, APACHE
score at
onset,
admitting
service, LOS
prior to
onset. LOS after diagnosis",0,0,FALSE,FALSE,FALSE
cassini_180,"Lodise TP, McKinnon PS. Clinical and economic impact of methicillin resistance in patients with Staphylococcus aureus bacteremia. Diagn Microbiol Infect Dis. Jun 2005;52(2):113-122.",Staphylococcus aureus,sau,methicillin,BSI,Lodise,2005,01/99-01/01,Retrospective cohort study,USA,120,157,1,AMR,,,mean,95ci,19.1,16.4,22.3,,14.2,12.4,16.3,,0.005,,,,,,"Adjusted by APACHE II score at onset of SAB, ICU at onset of SAB, and primary source of SAB.",1,27,FALSE,FALSE,FALSE
zhen_54,"Lodise TP, McKinnon PS. Clinical and economic impact of methicillin
resistance in patients with Staphylococcus aureus bacteremia. Diagn
Microbiol Infect Dis. 2005;52:113–22.",Staphylococcus aureus,sau,methicillin,BSI,Lodise,2005,01/99-01/01,Retrospective cohort study,USA,120,157,0,AMR,2001,USD,mean,95ci,21577,17061,27290,,11668,9550,14223,,0.001,,,,,,"hospital cost after culture, adjusted for APACHE II score at onset of SAB, ICU at the onset of SAB, hospital-acquired SAB, hospital days prior to the onset of SAB, and intravenous drug use source of SAB.",1,27,FALSE,FALSE,FALSE
cassini_155,"Loh LC, Nor Izran Hanim Bt Abdul S, Rosdara Masayuni Bt Mohd S, Raman S, Thayaparan T, Kumar S. Hospital Outcomes of Adult Respiratory Tract Infections with Extended-Spectrum B-Lactamase (ESBL) Producing Klebsiella Pneumoniae. The Malaysian journal of medical sciences : MJMS. Jul 2007;14(2):36-40.",Klebsiella pneumoniae,kpn,3g cephalosporins,RTI,Loh,2006,01/04-12/04,Retrospective cohort study,Malaysia,47,394,1,AMR,,,median,IQR,14,8,32,,5,3,10,,,,,,,,"p<0.001, community + hospital onset cases (hospital duration estimated)",0,0,FALSE,FALSE,FALSE
cassini_112,"Lübbert C, Becker-Rux D, Rodloff AC, Laudi S, Busch T, Bartels M, et al. Colonization of liver transplant recipients with KPC-producing Klebsiella pneumoniae is associated with high infection rates and excess mortality: A case-control analysis. Infection. 2014;42:309–16. ",Klebsiella pneumoniae,kpn,carbapenems,COL/INF,Lübbert ,2014,09/10-09/11,Case-control study,Germany,9,18,1,DRI,,,mean,pvalue,60,,,,32,,,,0.035,,,,,,"liver transplant patients, assumed mean value but no specific definition given, controls were those ""whom carbapenemase-producing pathogens had not been detected""",0,0,FALSE,FALSE,FALSE
cassini_321,"Lucas GM, Lechtzin N, Puryear DW, Yau LL, Flexner CW, Moore RD. Vancomycin-resistant and vancomycin-susceptible enterococcal bacteremia: comparison of clinical features and outcomes. Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. May 1998;26(5):1127-1133.",Enterococcus faecium,efa,vancomycin,BSI,Lucas,1998,1991 - 1996,Case-control,USA,93,101,1,AMR,,,mean,sd,49.1,,,48.3,38.6,,,31.2,,,,,,,matched on 'timing',0,0,FALSE,FALSE,FALSE
naylor_124,"Lucena A, Dalla Costa LM, Nogueira KS, Matos AP, Gales AC, Paganini MC, et al. Nosocomial infections with metallo-beta-lactamase-producing Pseudomonas aeruginosa: Molecular epidemiology, risk factors, clinical features and outcomes. Journal of Hospital Infection. Elsevier Ltd; 2014;87:234–40. ",Pseudomonas aeruginosa,pae,MBL,INF,Lucena,2014,01/01-01/08,Cohort,Brazil,58,26,1,AMR,,,mean,range,52,11,108,,41,20,68,,0.23,,,,,,until discharge,0,0,FALSE,FALSE,FALSE
naylor_124,"Lucena A, Dalla Costa LM, Nogueira KS, Matos AP, Gales AC, Paganini MC, et al. Nosocomial infections with metallo-beta-lactamase-producing Pseudomonas aeruginosa: Molecular epidemiology, risk factors, clinical features and outcomes. Journal of Hospital Infection. Elsevier Ltd; 2014;87:234–40. ",Pseudomonas aeruginosa,pae,MBL,INF,Lucena,2014,01/01-01/08,Cohort,Brazil,58,26,1,AMR,,,mean,range,37,10,118,,58,14,187,,0.04,,,,,,until death,0,0,FALSE,FALSE,TRUE
cassini_261,"Luyt CE, Aubry A, Lu Q, et al. Imipenem, meropenem or doripenem to treat patients with pseudomonas aeruginosa ventilator-associated pneumonia. American Journal of Respiratory and Critical Care Medicine. 2014;189.",Pseudomonas aeruginosa,pae,carbapenems,RTI,Luyt,2014,18 months,Prospective observational,France,68,101,1,AMR,,,median,IQR,37,23,57,,29,19,46,,,,,,,,"resistance and intermediate combined in case groups, ICU stay",0,0,FALSE,FALSE,FALSE
naylor_125,"Macedo-Viñas M, De Angelis G, Rohner P, Safran E, Stewardson  a., Fankhauser C, et al. Burden of meticillin-resistant Staphylococcus aureus infections at a Swiss University hospital: excess length of stay and costs. Journal of Hospital Infection. 2013;84:132–7. ",Staphylococcus,sau,methicillin,BSI,Macedo-Viñas,2013,01/2009-12/2009,Retrospective cohort,Switzerland,29,25766,1,DRI,,,excess,95ci,20,8,32,,,,,,,,,,,,,0,0,FALSE,FALSE,FALSE
naylor_125,"Macedo-Viñas M, De Angelis G, Rohner P, Safran E, Stewardson  a., Fankhauser C, et al. Burden of meticillin-resistant Staphylococcus aureus infections at a Swiss University hospital: excess length of stay and costs. Journal of Hospital Infection. 2013;84:132–7. ",Staphylococcus,sau,methicillin,SSTI,Macedo-Viñas,2013,01/2009-12/2009,Retrospective cohort,Switzerland,24,25766,1,DRI,,,excess,95ci,18.8,6.1,31.6,,,,,,,,,,,,,0,0,FALSE,FALSE,FALSE
naylor_125,"Macedo-Viñas M, De Angelis G, Rohner P, Safran E, Stewardson  a., Fankhauser C, et al. Burden of meticillin-resistant Staphylococcus aureus infections at a Swiss University hospital: excess length of stay and costs. Journal of Hospital Infection. 2013;84:132–7. ",Staphylococcus,sau,methicillin,SSI,Macedo-Viñas,2013,01/2009-12/2009,Retrospective cohort,Switzerland,36,25766,1,DRI,,,excess,95ci,11.2,2.9,19.5,,,,,,,,,,,,,0,0,FALSE,FALSE,FALSE
naylor_125,"Macedo-Viñas M, De Angelis G, Rohner P, Safran E, Stewardson  a., Fankhauser C, et al. Burden of meticillin-resistant Staphylococcus aureus infections at a Swiss University hospital: excess length of stay and costs. Journal of Hospital Infection. 2013;84:132–7. ",Staphylococcus,sau,methicillin,INF,Macedo-Viñas,2013,01/2009-12/2009,Retrospective cohort,Switzerland,167,25766,1,DRI,,,excess,95ci,11.5,7.9,15,,,,,,,,,,,,all infections,0,0,FALSE,FALSE,FALSE
naylor_125,"Macedo-Viñas M, De Angelis G, Rohner P, Safran E, Stewardson  a., Fankhauser C, et al. Burden of meticillin-resistant Staphylococcus aureus infections at a Swiss University hospital: excess length of stay and costs. Journal of Hospital Infection. 2013;84:132–7. ",Staphylococcus,sau,methicillin,INF,Macedo-Viñas,2013,01/2009-12/2009,Retrospective cohort,Switzerland,78,25766,1,DRI,,,excess,95ci,6.6,2.2,11,,,,,,,,,,,,"all infections apart from BSI, SSI, SSTI",0,0,FALSE,FALSE,FALSE
naylor_126,"MacVane SH, Tuttle LO, Nicolau DP. Impact of extended-spectrum ?-lactamase-producing organisms on clinical and economic outcomes in patients with urinary tract infection. Journal of Hospital Medicine. 2014;9:232–8. ",Enterobacteriaceae,ent,ESBL,UTI,MacVane,2014,09/11-08/12,Cohort,USA,55,55,0,AMR,2012,USD,median,IQR,10741,6846,15819,,7083,5667,11652,,0.02,,,,,,">= 18 years old, cost loss per person not being included, total hospital cost, includes patients who went on to be bacteraemic (~10%)",1,16,FALSE,FALSE,FALSE
naylor_126,"MacVane SH, Tuttle LO, Nicolau DP. Impact of extended-spectrum ?-lactamase-producing organisms on clinical and economic outcomes in patients with urinary tract infection. Journal of Hospital Medicine. 2014;9:232–8. ",Enterobacteriaceae,ent,ESBL,UTI,MacVane,2014,09/11-08/12,Cohort,USA,55,55,1,AMR,,,median,IQR,6,4,8,,4,3,6,,0.02,,,,,,">= 18 years old,  includes patients who went on to be bacteraemic (~10%)",1,16,FALSE,FALSE,FALSE
naylor_126,"MacVane SH, Tuttle LO, Nicolau DP. Impact of extended-spectrum ?-lactamase-producing organisms on clinical and economic outcomes in patients with urinary tract infection. Journal of Hospital Medicine. 2014;9:232–8. ",Enterobacteriaceae,ent,ESBL,BSI,MacVane,2014,09/11-08/12,Cohort,USA,7,5,1,AMR,,,median,pvalue,11,,,,5,,,,0.05,,,,,,bacteraemia from UTI,1,104,FALSE,FALSE,FALSE
naylor_126,"MacVane SH, Tuttle LO, Nicolau DP. Impact of extended-spectrum ?-lactamase-producing organisms on clinical and economic outcomes in patients with urinary tract infection. Journal of Hospital Medicine. 2014;9:232–8. ",Enterobacteriaceae,ent,ESBL,BSI,MacVane,2014,09/11-08/12,Cohort,USA,7,5,0,AMR,2012,USD,median,pvalue,27671,,,,5898,,,,0.03,,,,,,bacteraemia from UTI,1,104,FALSE,FALSE,FALSE
cassini_323,"Mainous MR, Lipsett PA, O'Brien M. Enterococcal bacteremia in the surgical intensive care unit. Does vancomycin resistance affect mortality? The Johns Hopkins SICU Study Group. Arch Surg. Jan 1997;132(1):76-81.",Enterococcus faecium,efa,vancomycin,BSI,Mainous,1997,1992-1994,Retrospective cohort study,USA,10,31,1,AMR,,,mean,sd,28,,,18,12,,,10,,,,,,,Matched on stay in SICU,0,0,FALSE,FALSE,FALSE
zhen_73,"Maslikowska JA, Walker SAN, Elligsen M, Mittmann N, Palmay L, Daneman N,
et al. Impact of infection with extended-spectrum beta-lactamaseproducing
Escherichia coli or Klebsiella species on outcome and
hospitalization costs. J Hosp Infect. 2016;92:33–41.",Enterobacteriaceae,ent,ESBL,INF,Maslikowska,2016,06/2010 - 04/2013,Case-control,Canada,75,75,0,AMR,2013,CAD,median,range,10507,1260,427156,,7882,441,58748,,0.0391,,,,,,"adults, breakdown of infection type in desc",1,34,FALSE,FALSE,FALSE
zhen_73,"Maslikowska JA, Walker SAN, Elligsen M, Mittmann N, Palmay L, Daneman N,
et al. Impact of infection with extended-spectrum beta-lactamaseproducing
Escherichia coli or Klebsiella species on outcome and
hospitalization costs. J Hosp Infect. 2016;92:33–41.",Enterobacteriaceae,ent,ESBL,INF,Maslikowska,2016,06/2010 - 04/2013,Case-control,Canada,75,75,1,AMR,,,median,range,8,0.5,84,,6,0.5,91,,0.0236,,,,,,"adults, breakdown of infection type in desc",1,34,FALSE,FALSE,FALSE
Zhen_39,"McHugh CG, Riley LW. Risk factors and costs associated with methicillinresistant
Staphylococcus aureus bloodstream infections. Infect Control Hosp
Epidemiol. 2004;25:425–30.",Staphylococcus aureus,sau,methicillin,BSI,McHugh,2004,01/1997-12/1999,Restrospective case-control,USA,20,60,0,AMR,2015,USD,mean,pvalue,65320,,,,13797,,,,0.0003,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_209,"McMaster J, Booth MG, Smith A, Hamilton K. Meticillin-resistant Staphylococcus aureus in the intensive care unit: its effect on outcome and risk factors for acquisition. The Journal of hospital infection. Aug 2015;90(4):327-332.",Staphylococcus,sau,methicillin,BSI,McMaster,2015,04/07-11/13,Prospective study,United Kingdom,58,174,1,DRI,,,median,range,16.1,1.5,124.1,,16.9,1.9,92.1,,,,,,,,ICU patients,0,0,FALSE,FALSE,TRUE
cassini_220,"McMullan BJ, Bowen A, Blyth CC, et al. Epidemiology and mortality of staphylococcus aureus Bacteremia in Australian and New Zealand children. JAMA pediatrics. 2016;170(10):979-986.",Staphylococcus aureus,sau,methicillin,BSI,McMullan,2016,01/07-12/12,Prospective cohort,Australia & New Zeland,142,931,1,AMR,,,median,IQR,17,8,38,,14,7,33,,,,,,,,"patients were children, matched on age",0,0,FALSE,FALSE,FALSE
cassini_85,"Melzer M, Petersen I. Mortality following bacteraemic infection caused by extended spectrum beta-lactamase (ESBL) producing E. coli compared to non-ESBL producing E. coli. The Journal of infection. Sep 2007;55(3):254-259.",Escherichia coli,eco,3g cephalosporins,BSI,Melzer,2007,06/03-11/05,Retrospective cohort study,United Kingdom,46,308,1,AMR,,,median,pvalue,9,,,,12,,,,0.11,,,,,,survivors,0,0,FALSE,FALSE,TRUE
cassini_85,"Melzer M, Petersen I. Mortality following bacteraemic infection caused by extended spectrum beta-lactamase (ESBL) producing E. coli compared to non-ESBL producing E. coli. The Journal of infection. Sep 2007;55(3):254-259.",Escherichia coli,eco,3g cephalosporins,BSI,Melzer,2007,06/03-11/05,Retrospective cohort study,United Kingdom,46,308,1,AMR,,,median,pvalue,7,,,,5,,,,0.69,,,,,,non-survivors,0,0,FALSE,FALSE,FALSE
naylor_136,"Miller TTL, Cirule A, Wilson F a FF a, Holtz TH, Riekstina V, Cain KP, et al. The value of effective public tuberculosis treatment: an analysis of opportunity costs associated with multidrug resistant tuberculosis in Latvia. Cost effectiveness and resource allocation?: C/E. 2013;11:9. ",Tuberculosis,tb,MDR,RTI,Miller,2013,2002,Cohort,Latvia,92,54,1,AMR,,,mean,95ci,475.3,427.9,522.6,,110.2,86.1,134.4,,,,,,,,"note p<0.001, all adults, adjusted hospital days",1,53,FALSE,FALSE,FALSE
naylor_136,"Miller TTL, Cirule A, Wilson F a FF a, Holtz TH, Riekstina V, Cain KP, et al. The value of effective public tuberculosis treatment: an analysis of opportunity costs associated with multidrug resistant tuberculosis in Latvia. Cost effectiveness and resource allocation?: C/E. 2013;11:9. ",Tuberculosis,tb,MDR,RTI,Miller,2013,2002,Cohort,Latvia,92,54,0,AMR,2002,USD,excess,95ci,18729,15563,21893,,,,,,,,,,,,"note p<0.001, all adults, inpatient costs",1,53,FALSE,FALSE,FALSE
cassini_249,"Mínguez S, Molinos S, Mateo L, et al. Septic arthritis due to methylcyllin-resistant Staphylococcus aureus in adults. Reumatologia Clinica. 2015;11(6):381-386.",Staphylococcus aureus,sau,methicillin,J,Minguez,2015,1984-2011,Retrospective study,Mexico,7,17,1,AMR,,,mean,pvalue,33,,,,20,,,,0.361,,,,,,all patients had septic arthritis due to S. aureus,0,0,FALSE,FALSE,FALSE
cassini_148,"Mosqueda-Gomez JL, Montano-Loza A, Rolon AL, et al. Molecular epidemiology and risk factors of bloodstream infections caused by extended-spectrum beta-lactamase-producing Klebsiella pneumoniae A case-control study. International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases. Nov 2008;12(6):653-659",Klebsiella pneumoniae,kpn,3g cephalosporins,BSI,Mosqueda-Gomez,2008,01/93-12/02,Retrospective case-control study,Mexico,17,104,1,AMR,,,mean,pvalue,20.9,,,,15.9,,,,0.49,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_16,"Nazer LH, Kharabsheh A, Rimawi D, Mubarak S, Hawari F. Characteristics and Outcomes of Acinetobacter baumannii Infections in Critically Ill Patients with Cancer: A Matched Case-Control Study. Microbial drug resistance (Larchmont, N.Y.). Oct 2015;21(5):556-561.",Acinetobacter baumannii,aba,carbapenems,INF,Nazer,2015,01/10-12/13,Matched case-control study,Jordan,142,232,1,DRI,,,median,IQR,12,6,13,,3,1,7,,,,,,,,"critically ill cancer patients, ICU stay, gives counts of source",0,0,FALSE,FALSE,FALSE
founou_55,"Ndir A, Diop A, Ka R, Faye PM, Dia-Badiane NM, Ndoye B, et al. Infections caused by extended-spectrum
beta-lactamases producing Enterobacteriaceae: clinical and economic impact in patients hospitalized
in 2 teaching hospitals in Dakar, Senegal. Antimicrob Resist Infect Control. 2016; 5:13. https://doi.
org/10.1186/s13756-016-0114-7 PMID: 27096085",Enterobacteriaceae,ent,ESBL,INF,Ndir A,2016,04/2012-10/2012,Cohort,Senegal,110,76,0,AMR,2012,EUR,excess,95ci,100,78,125,,,,,,,,,,,,,1,17,FALSE,FALSE,FALSE
founou_55,"Ndir A, Diop A, Ka R, Faye PM, Dia-Badiane NM, Ndoye B, et al. Infections caused by extended-spectrum
beta-lactamases producing Enterobacteriaceae: clinical and economic impact in patients hospitalized
in 2 teaching hospitals in Dakar, Senegal. Antimicrob Resist Infect Control. 2016; 5:13. https://doi.
org/10.1186/s13756-016-0114-7 PMID: 27096085",Enterobacteriaceae,ent,ESBL,INF,Ndir A,2016,04/2012-10/2012,Cohort,Senegal,110,76,1,AMR,,,excess,95ci,4,3.8,4.6,,,,,,,,,,,,,1,17,FALSE,FALSE,FALSE
founou_55,"Ndir A, Diop A, Ka R, Faye PM, Dia-Badiane NM, Ndoye B, et al. Infections caused by extended-spectrum
beta-lactamases producing Enterobacteriaceae: clinical and economic impact in patients hospitalized
in 2 teaching hospitals in Dakar, Senegal. Antimicrob Resist Infect Control. 2016; 5:13. https://doi.
org/10.1186/s13756-016-0114-7 PMID: 27096085",Enterobacteriaceae,ent,ESBL,INF,Ndir A,2016,04/2012-10/2012,Cohort,Senegal,110,186,1,DRI,,,excess,95ci,7.9,7.6,9.2,,,,,,,,,,,,,0,0,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Staphylococcus aureus,sau,oxacillin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,318,353,1,AMR,,,excess,95ci,0.42,-2.29,3.13,,,,,,,,,,,,"healthcare associated infections, censored models",1,49,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Staphylococcus aureus,sau,oxacillin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,318,353,0,AMR,2008,USD,excess,95ci,-16000,-36900,4800,,,,,,,,,,,,"healthcare associated infections, censored models",1,49,FALSE,FALSE,TRUE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Klebsiella pneumoniae,kpn,carbapenems,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,173,744,1,AMR,,,excess,95ci,1.63,-0.96,4.21,,,,,,,,,,,,"healthcare associated infections, censored models",1,50,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Klebsiella pneumoniae,kpn,carbapenems,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,173,744,0,AMR,2008,USD,excess,95ci,13200,-5900,32200,,,,,,,,,,,,"healthcare associated infections, censored models",1,50,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Enterococcus faecium,efa,vancomycin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,561,709,1,AMR,,,excess,95ci,0.85,-0.86,2.55,,,,,,,,,,,,"healthcare associated infections, censored models",1,51,FALSE,FALSE,FALSE
