"","syndrome","gram.stain","class","bacteria","bacteria.code","Country (ISO3 Code)","AMR_or_DRI","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both","adj.factor","Scenario 2 Mean Cost"
"12898","SSI","gp","penicillins","Staphylococcus aureus","sau","MCO","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,34151,5979,87516,"income",2,80848,-43233,196057,57500,-15466,178784,1.87079156449068,98040.4027189212
"12903","SSI","gp","penicillins","Staphylococcus aureus","sau","MLT","DRI","EURO A","Middle East & North Africa","EURO","High income","whoc",1,3609,557,8990,"income",2,83386,-30293,190961,43498,-8854,172881,1.87079156449068,10360.6867562469
"12907","SSI","gp","penicillins","Staphylococcus aureus","sau","SUR","DRI","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",3,896,323,1949,"global",2,82250,-32195,206845,41573,-13254,180480,2.69094837960021,3307.08974812179
"12910","SSI","gp","penicillins","Staphylococcus aureus","sau","BRB","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,6518,2180,15414,"income",2,82353,-33122,195752,44436,-8874,180318,1.87079156449068,18711.8194173503
"12913","SSI","gp","penicillins","Staphylococcus aureus","sau","TGO","DRI","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,59,21,127,"global",2,82216,-43969,194695,41138,-17747,182927,2.68623198395786,217.487687053514
"12914","SSI","gp","penicillins","Staphylococcus aureus","sau","LBN","DRI","EMRO E","Middle East & North Africa","EMRO","Upper middle income","global",3,2182,782,5029,"global",2,83898,-36884,196737,43040,-6643,178743,2.69094837960021,8053.64936428766
"12916","SSI","gp","penicillins","Staphylococcus aureus","sau","TLS","DRI","SEARO B","East Asia & Pacific","SEARO","Lower middle income","global",3,146,52,333,"global",2,81176,-26324,193034,40661,-10445,174718,2.68623198395786,538.189869657848
"12917","SSI","gp","penicillins","Staphylococcus aureus","sau","LKA","DRI","SEARO B","South Asia","SEARO","Upper middle income","global",3,318,116,714,"global",2,83368,-33866,201391,41843,-14739,178940,2.69094837960021,1173.72158471287
"12919","SSI","gp","penicillins","Staphylococcus aureus","sau","CRI","DRI","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",3,2039,739,4555,"global",2,83787,-26859,195349,42913,-11574,174733,2.69094837960021,7525.84374600483
"12922","SSI","gp","penicillins","Staphylococcus aureus","sau","BFA","DRI","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,78,25,166,"global",2,81785,-37581,198016,40931,-19920,185320,2.68623198395786,287.526094748713
"12923","SSI","gp","penicillins","Staphylococcus aureus","sau","LAO","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,178,55,400,"global",2,83991,-32610,210085,42084,-17764,185132,2.68623198395786,656.149293144499
"12925","SSI","gp","penicillins","Staphylococcus aureus","sau","MNE","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,2414,415,6527,"global",2,84121,-33548,202970,43267,-16229,184674,2.69094837960021,8909.94938835491
"12928","SSI","gp","penicillins","Staphylococcus aureus","sau","ARG","DRI","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",3,2209,739,5106,"global",2,83913,-28516,190788,43061,-9845,177274,2.69094837960021,8153.30497053686
"12932","SSI","gp","penicillins","Staphylococcus aureus","sau","BTN","DRI","SEARO D","South Asia","SEARO","Lower middle income","global",3,1309,484,2953,"global",2,80973,-34829,197787,41141,-16773,179271,2.68623198395786,4825.27766700084
"12936","SSI","gp","penicillins","Staphylococcus aureus","sau","JOR","DRI","EMRO E","Middle East & North Africa","EMRO","Upper middle income","global",3,597,205,1406,"global",2,83314,-36034,196063,41956,-17158,180594,2.69094837960021,2203.49618262133
"12938","SSI","gp","penicillins","Staphylococcus aureus","sau","QAT","DRI","EMRO E","Middle East & North Africa","EMRO","High income","income",3,13321,4562,30431,"income",2,81263,-29695,201524,47292,-15070,185086,1.87079156449068,38241.8144305804
"12939","SSI","gp","penicillins","Staphylococcus aureus","sau","KGZ","DRI","EURO B","Europe & Central Asia","EURO","Lower middle income","wbregion",1,80,20,205,"global",2,84635,-29156,202281,42357,-9630,183924,2.68623198395786,294.898558716629
"12941","SSI","gp","penicillins","Staphylococcus aureus","sau","BRN","DRI","WPRO A","East Asia & Pacific","WPRO","High income","income",3,6494,2265,14837,"income",2,84738,-23482,200321,45616,-10331,181979,1.87079156449068,18642.9204198025
"12942","SSI","gp","penicillins","Staphylococcus aureus","sau","KOR","DRI","WPRO B","East Asia & Pacific","WPRO","High income","income",3,6297,2046,14693,"income",2,84007,-32365,198469,45152,-17981,180603,1.87079156449068,18077.3744815978
"12943","SSI","gp","penicillins","Staphylococcus aureus","sau","POL","DRI","EURO B","Europe & Central Asia","EURO","High income","income",3,2802,994,6339,"income",2,84795,-25668,193769,43799,-10000,178022,1.87079156449068,8043.95796370289
"12944","SSI","gp","penicillins","Staphylococcus aureus","sau","DMA","DRI","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",3,2353,858,4868,"global",2,83604,-24873,190679,42979,-9297,174554,2.69094837960021,8684.8015371993
"12945","SSI","gp","penicillins","Staphylococcus aureus","sau","LBR","DRI","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,0,0,1,"global",2,83592,-30748,198093,41796,-9569,178906,2.68623198395786,0
"12947","SSI","gp","penicillins","Staphylococcus aureus","sau","TON","DRI","WPRO B","East Asia & Pacific","WPRO","Upper middle income","global",3,1025,349,2365,"global",2,84452,-24743,196780,42738,-7858,182553,2.69094837960021,3783.22208909022
"12948","SSI","gp","penicillins","Staphylococcus aureus","sau","LSO","DRI","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",3,122,42,274,"global",2,85000,-34340,199625,42561,-14698,184066,2.68623198395786,449.720302042859
"12950","SSI","gp","penicillins","Staphylococcus aureus","sau","CUB","DRI","AMRO A","Latin America & Caribbean","PAHO","Upper middle income","whoc",2,951,328,2162,"whoc",2,84736,-23673,203716,42844,-10013,186661,2.69094837960021,3510.0919089998
"12955","SSI","gp","penicillins","Staphylococcus aureus","sau","BGD","DRI","SEARO D","South Asia","SEARO","Lower middle income","global",3,118,42,252,"global",2,84990,-26455,198832,42554,-8079,182298,2.68623198395786,434.975374107027
"12956","SSI","gp","penicillins","Staphylococcus aureus","sau","MNG","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,258,89,573,"global",2,85892,-28326,197094,43075,-10196,178118,2.68623198395786,951.047851861128
"12958","SSI","gp","penicillins","Staphylococcus aureus","sau","YEM","DRI","EMRO D","Middle East & North Africa","EMRO","Low income","global",3,482,173,1099,"global",2,82814,-25485,193257,41648,-13353,170925,2.68623198395786,1776.76381626769
"12959","SSI","gp","penicillins","Staphylococcus aureus","sau","ARM","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,304,60,778,"global",2,79845,-37749,197845,40075,-14913,179567,2.69094837960021,1122.04830739846
"12960","SSI","gp","penicillins","Staphylococcus aureus","sau","RUS","DRI","EURO C","Europe & Central Asia","EURO","Upper middle income","wbregion",1,1676,337,4380,"global",2,80411,-40406,192098,41044,-12679,176803,2.69094837960021,6186.02948420995
"12963","SSI","gp","penicillins","Staphylococcus aureus","sau","BWA","DRI","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","global",3,1578,531,3346,"global",2,81631,-32360,193624,41605,-17360,174144,2.69094837960021,5824.31654300913
"12968","SSI","gp","penicillins","Staphylococcus aureus","sau","OMN","DRI","EMRO E","Middle East & North Africa","EMRO","High income","income",3,2392,840,5288,"income",2,80388,-36027,194280,41390,-20487,176576,1.87079156449068,6866.93342226171
"12969","SSI","gp","penicillins","Staphylococcus aureus","sau","ROU","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,1140,184,3018,"global",2,83707,-30524,199239,42423,-9914,180683,2.69094837960021,4207.68115274424
"12970","SSI","gp","penicillins","Staphylococcus aureus","sau","KHM","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,148,51,328,"global",2,84950,-27715,199473,42549,-13411,180522,2.68623198395786,545.562333625763
"12971","SSI","gp","penicillins","Staphylococcus aureus","sau","PHL","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,296,112,590,"global",2,82656,-28469,194230,41476,-13982,177341,2.68623198395786,1091.12466725153
"12972","SSI","gp","penicillins","Staphylococcus aureus","sau","CZE","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,2871,539,7469,"income",2,83546,-30692,197410,43208,-10697,179626,1.87079156449068,8242.04258165274
"12975","SSI","gp","penicillins","Staphylococcus aureus","sau","DNK","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,9737,1483,24824,"income",2,83430,-34025,203686,46583,-16787,179282,1.87079156449068,27952.8974634458
"12976","SSI","gp","penicillins","Staphylococcus aureus","sau","AFG","DRI","EMRO D","South Asia","EMRO","Low income","global",3,20,7,43,"global",2,84457,-33705,200178,42239,-15699,180392,2.68623198395786,73.7246396791572
"12978","SSI","gp","penicillins","Staphylococcus aureus","sau","TTO","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,4268,1668,9138,"income",2,82163,-24899,196344,43215,-5863,176484,1.87079156449068,12252.5383972462
"12981","SSI","gp","penicillins","Staphylococcus aureus","sau","CYP","DRI","EMRO E","Europe & Central Asia","EURO","High income","income",3,6895,2212,15704,"income",2,82638,-27487,196929,44766,-12495,179064,1.87079156449068,19794.1078371632
"12986","SSI","gp","penicillins","Staphylococcus aureus","sau","BGR","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,1068,186,2647,"global",2,84171,-36881,197246,42620,-13938,184899,2.69094837960021,3941.93286941302
"12987","SSI","gp","penicillins","Staphylococcus aureus","sau","MOZ","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,49,18,108,"global",2,86560,-27727,198479,43304,-11438,182027,2.68623198395786,180.625367213935
"12990","SSI","gp","penicillins","Staphylococcus aureus","sau","ATG","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,3425,1232,7607,"income",2,82407,-35085,204296,42916,-17486,181955,1.87079156449068,9832.46110838058
"12991","SSI","gp","penicillins","Staphylococcus aureus","sau","RWA","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,71,26,160,"global",2,86956,-29666,206487,43513,-13626,186601,2.68623198395786,261.722470861008
"12994","SSI","gp","penicillins","Staphylococcus aureus","sau","CAF","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,70,25,161,"global",2,82970,-34866,187631,41520,-15132,176031,2.68623198395786,258.03623887705
"12997","SSI","gp","penicillins","Staphylococcus aureus","sau","PRT","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,3372,575,8722,"income",2,81749,-39690,195898,42561,-19474,177658,1.87079156449068,9680.30915546257
"12999","SSI","gp","penicillins","Staphylococcus aureus","sau","PAK","DRI","EMRO D","South Asia","EMRO","Lower middle income","global",3,112,38,252,"global",2,83727,-29384,194066,41920,-10109,177737,2.68623198395786,412.85798220328
"13000","SSI","gp","penicillins","Staphylococcus aureus","sau","TUR","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,913,137,2337,"global",2,83328,-27903,202097,42121,-12287,179396,2.69094837960021,3369.83587057499
"13001","SSI","gp","penicillins","Staphylococcus aureus","sau","KIR","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,309,106,708,"global",2,83430,-28719,199363,41869,-11790,183036,2.68623198395786,1139.04568304298
"13002","SSI","gp","penicillins","Staphylococcus aureus","sau","PLW","DRI","WPRO B","East Asia & Pacific","WPRO","High income","income",3,4909,1681,11377,"income",2,79501,-31241,188622,42205,-13843,170420,1.87079156449068,14092.7157900847
"13003","SSI","gp","penicillins","Staphylococcus aureus","sau","DEU","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,7199,1258,17972,"income",2,80530,-35257,196127,43865,-14965,176318,1.87079156449068,20666.8284727684
"13005","SSI","gp","penicillins","Staphylococcus aureus","sau","GBR","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,6518,1277,16764,"income",2,84447,-37906,202702,45482,-19746,184326,1.87079156449068,18711.8194173503
"13006","SSI","gp","penicillins","Staphylococcus aureus","sau","DOM","DRI","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",3,997,342,2214,"global",2,81155,-34618,199037,41076,-15764,181393,2.69094837960021,3679.87553446141
"13007","SSI","gp","penicillins","Staphylococcus aureus","sau","AGO","DRI","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",3,582,198,1371,"global",2,82658,-32117,192758,41620,-12046,177144,2.68623198395786,2145.38701466347
"13009","SSI","gp","penicillins","Staphylococcus aureus","sau","TUN","DRI","EMRO E","Middle East & North Africa","EMRO","Lower middle income","global",3,626,200,1355,"global",2,85657,-32127,196559,43141,-13276,179913,2.68623198395786,2307.58122195762
"13012","SSI","gp","penicillins","Staphylococcus aureus","sau","AUT","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,8188,1360,21054,"income",2,82434,-40127,201370,45311,-12289,179135,1.87079156449068,23506.0413300497
"13017","SSI","gp","penicillins","Staphylococcus aureus","sau","BHR","DRI","EMRO E","Middle East & North Africa","EMRO","High income","income",3,2531,923,6074,"income",2,84270,-33136,205766,43401,-13747,185553,1.87079156449068,7265.97344972591
"13018","SSI","gp","penicillins","Staphylococcus aureus","sau","MRT","DRI","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",3,134,51,275,"global",2,81767,-35232,199469,40951,-13209,178475,2.68623198395786,493.955085850353
"13021","SSI","gp","penicillins","Staphylococcus aureus","sau","AUS","DRI","WPRO A","East Asia & Pacific","WPRO","High income","income",3,15212,5395,35283,"income",2,80081,-41276,194265,47647,-12662,178340,1.87079156449068,43670.4812790322
"13022","SSI","gp","penicillins","Staphylococcus aureus","sau","SAU","DRI","EMRO E","Middle East & North Africa","EMRO","High income","income",3,2567,929,5506,"income",2,81749,-28162,190476,42158,-8668,176343,1.87079156449068,7369.32194604758
"13025","SSI","gp","penicillins","Staphylococcus aureus","sau","CAN","DRI","AMRO A","North America","PAHO","High income","whoc",2,13467,4812,30285,"whoc",2,83038,-35733,197395,48252,-16021,176623,1.87079156449068,38660.949998996
"13028","SSI","gp","penicillins","Staphylococcus aureus","sau","PRY","DRI","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",3,517,163,1167,"global",2,82532,-34017,191226,41524,-17013,177826,2.69094837960021,1908.22031225331
"13029","SSI","gp","penicillins","Staphylococcus aureus","sau","KEN","DRI","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",3,157,53,354,"global",2,81686,-32209,196360,40922,-17059,175855,2.68623198395786,578.738421481384
"13031","SSI","gp","penicillins","Staphylococcus aureus","sau","EST","DRI","EURO C","Europe & Central Asia","EURO","High income","income",3,3840,1441,7949,"income",2,80683,-35746,202474,42262,-17448,183742,1.87079156449068,11023.8396076442
"13032","SSI","gp","penicillins","Staphylococcus aureus","sau","KNA","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,3555,1287,7526,"income",2,84684,-31916,200967,44119,-16336,179728,1.87079156449068,10205.6640117644
"13033","SSI","gp","penicillins","Staphylococcus aureus","sau","PNG","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,336,118,757,"global",2,82453,-31151,203559,41395,-10775,184881,2.68623198395786,1238.57394660984
"13034","SSI","gp","penicillins","Staphylococcus aureus","sau","DJI","DRI","EMRO D","Middle East & North Africa","EMRO","Lower middle income","global",3,440,157,1017,"global",2,85547,-19095,206023,42993,-3766,187157,2.68623198395786,1621.94207294146
"13035","SSI","gp","penicillins","Staphylococcus aureus","sau","SGP","DRI","WPRO A","East Asia & Pacific","WPRO","High income","income",3,12486,4793,28140,"income",2,83080,-39187,204442,47783,-13791,176132,1.87079156449068,35844.7034742306
"13037","SSI","gp","penicillins","Staphylococcus aureus","sau","DZA","DRI","AFRO D","Middle East & North Africa","AFRO","Upper middle income","global",3,1990,694,4719,"global",2,84726,-31000,197100,43358,-9779,180762,2.69094837960021,7344.98727540442
"13038","SSI","gp","penicillins","Staphylococcus aureus","sau","ALB","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,512,99,1216,"global",2,78838,-31496,195948,39675,-18186,174817,2.69094837960021,1889.76557035531
"13040","SSI","gp","penicillins","Staphylococcus aureus","sau","MWI","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,43,15,96,"global",2,83243,-30143,195688,41643,-11335,183946,2.68623198395786,158.507975310188
"13043","SSI","gp","penicillins","Staphylococcus aureus","sau","AZE","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,438,94,1083,"global",2,79499,-26326,195629,39968,-10222,179962,2.69094837960021,1616.63539026489
"13048","SSI","gp","penicillins","Staphylococcus aureus","sau","BHS","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,8945,3168,19809,"income",2,84278,-27348,193526,46611,-15315,175740,1.87079156449068,25679.2305443691
"13049","SSI","gp","penicillins","Staphylococcus aureus","sau","MUS","DRI","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","global",3,1806,650,4111,"global",2,87460,-32213,200042,44633,-9870,189755,2.69094837960021,6665.85277355798
"13050","SSI","gp","penicillins","Staphylococcus aureus","sau","ISR","DRI","EURO A","Middle East & North Africa","EURO","High income","whoc",1,6134,1217,15360,"income",2,82078,-29367,203423,44106,-15936,183374,1.87079156449068,17609.4354565858
"13051","SSI","gp","penicillins","Staphylococcus aureus","sau","BOL","DRI","AMRO D","Latin America & Caribbean","PAHO","Lower middle income","global",3,467,160,1032,"global",2,85453,-26569,198270,42960,-6738,180946,2.68623198395786,1721.47033650832
"13052","SSI","gp","penicillins","Staphylococcus aureus","sau","NER","DRI","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,35,13,74,"global",2,84267,-42415,198958,42151,-19053,178343,2.68623198395786,129.018119438525
"13053","SSI","gp","penicillins","Staphylococcus aureus","sau","SDN","DRI","EMRO D","Sub-Saharan Africa","EMRO","Lower middle income","global",3,516,170,1173,"global",2,86253,-28943,199906,43384,-8069,179857,2.68623198395786,1902.09570372226
"13056","SSI","gp","penicillins","Staphylococcus aureus","sau","CHE","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,13594,2304,34013,"income",2,83113,-27306,198694,48354,-12044,182423,1.87079156449068,39025.5405276863
"13059","SSI","gp","penicillins","Staphylococcus aureus","sau","CMR","DRI","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",3,170,58,391,"global",2,82617,-21698,196069,41393,-8056,174579,2.68623198395786,626.659437272836
"13061","SSI","gp","penicillins","Staphylococcus aureus","sau","PER","DRI","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","global",3,1170,388,2512,"global",2,85131,-33538,201943,43151,-15424,189101,2.69094837960021,4318.40960413225
"13062","SSI","gp","penicillins","Staphylococcus aureus","sau","TZA","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,88,33,201,"global",2,82951,-27617,196106,41520,-10521,175277,2.68623198395786,324.388414588292
"13065","SSI","gp","penicillins","Staphylococcus aureus","sau","SLB","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,472,166,1064,"global",2,84908,-31728,191500,42690,-11585,173300,2.68623198395786,1739.90149642811
"13066","SSI","gp","penicillins","Staphylococcus aureus","sau","USA","DRI","AMRO A","North America","PAHO","High income","whoc",2,18007,5806,41251,"whoc",2,84545,-32300,194729,51276,-12807,180149,1.87079156449068,51694.3437017837
"13068","SSI","gp","penicillins","Staphylococcus aureus","sau","ECU","DRI","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","global",3,1160,418,2574,"global",2,82038,-29140,197276,41599,-17619,174388,2.69094837960021,4281.50012033624
"13071","SSI","gp","penicillins","Staphylococcus aureus","sau","MYS","DRI","WPRO B","East Asia & Pacific","WPRO","Upper middle income","global",3,1455,483,3299,"global",2,84464,-33479,188172,42960,-6671,175032,2.69094837960021,5370.32989231831
"13073","SSI","gp","penicillins","Staphylococcus aureus","sau","GUY","DRI","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","global",3,327,116,737,"global",2,83544,-36222,200056,41936,-13019,183055,2.69094837960021,1206.94012012927
"13074","SSI","gp","penicillins","Staphylococcus aureus","sau","BDI","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,30,10,68,"global",2,85503,-25015,208853,42767,-8718,188836,2.68623198395786,110.586959518736
"13075","SSI","gp","penicillins","Staphylococcus aureus","sau","URY","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,2636,919,5999,"income",2,83412,-29356,197959,43024,-14785,182299,1.87079156449068,7567.40656399743
"13076","SSI","gp","penicillins","Staphylococcus aureus","sau","FRA","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,6507,1344,17623,"income",2,87047,-25204,211296,46777,-4698,189322,1.87079156449068,18680.2407101409
"13079","SSI","gp","penicillins","Staphylococcus aureus","sau","BIH","DRI","EURO B","Europe & Central Asia","EURO","Upper middle income","wbregion",1,552,117,1341,"global",2,82374,-32510,193688,41463,-12681,181811,2.69094837960021,2037.40350553932
"13080","SSI","gp","penicillins","Staphylococcus aureus","sau","ITA","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,5634,1115,14789,"income",2,81525,-32391,199766,43580,-17156,178348,1.87079156449068,16174.0396743405
"13081","SSI","gp","penicillins","Staphylococcus aureus","sau","ESP","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4756,776,12078,"income",2,82529,-35647,195274,43642,-9906,176607,1.87079156449068,13653.4846807177
"13082","SSI","gp","penicillins","Staphylococcus aureus","sau","GTM","DRI","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","global",3,547,190,1230,"global",2,83172,-30747,203544,41860,-11825,180995,2.69094837960021,2018.94876364131
"13083","SSI","gp","penicillins","Staphylococcus aureus","sau","NGA","DRI","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",3,190,72,392,"global",2,84688,-27814,201875,42439,-11465,181135,2.68623198395786,700.384076951993
"13084","SSI","gp","penicillins","Staphylococcus aureus","sau","SEN","DRI","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",3,136,45,326,"global",2,81283,-35728,202400,40709,-10261,185472,2.68623198395786,501.327549818269
"13087","SSI","gp","penicillins","Staphylococcus aureus","sau","CHL","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,3220,1135,7037,"income",2,82703,-30576,198747,42962,-11405,179698,1.87079156449068,9243.94883765999
"13088","SSI","gp","penicillins","Staphylococcus aureus","sau","JPN","DRI","WPRO A","East Asia & Pacific","WPRO","High income","income",3,9744,3643,22219,"income",2,80688,-40965,192479,45216,-17883,176720,1.87079156449068,27972.9930043972
"13089","SSI","gp","penicillins","Staphylococcus aureus","sau","PRK","DRI","SEARO D","East Asia & Pacific","SEARO","Low income",NA,NA,NA,NA,NA,"global",2,83066,-34930,192567,83066,-34930,192567,NA,NA
"13090","SSI","gp","penicillins","Staphylococcus aureus","sau","ERI","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,70,23,163,"global",2,80232,-35826,195295,40151,-22144,176076,2.68623198395786,258.03623887705
"13093","SSI","gp","penicillins","Staphylococcus aureus","sau","UGA","DRI","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,59,21,136,"global",2,83295,-41478,201153,41677,-16569,179021,2.68623198395786,217.487687053514
"13094","SSI","gp","penicillins","Staphylococcus aureus","sau","FIN","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,7769,1354,19066,"income",2,84051,-25615,199043,45910,-6346,184214,1.87079156449068,22303.1796645281
"13095","SSI","gp","penicillins","Staphylococcus aureus","sau","HRV","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,1990,360,5046,"income",2,83941,-35479,207642,42966,-14189,186564,1.87079156449068,5712.87521333645
"13096","SSI","gp","penicillins","Staphylococcus aureus","sau","SLE","DRI","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,59,20,125,"global",2,83691,-34779,196040,41875,-12285,176644,2.68623198395786,217.487687053514
"13097","SSI","gp","penicillins","Staphylococcus aureus","sau","UZB","DRI","EURO B","Europe & Central Asia","EURO","Lower middle income","wbregion",1,416,98,1002,"global",2,83771,-37348,197709,42093,-12869,177878,2.68623198395786,1533.47250532647
"13099","SSI","gp","penicillins","Staphylococcus aureus","sau","EGY","DRI","EMRO D","Middle East & North Africa","EMRO","Lower middle income","global",3,361,128,782,"global",2,85685,-30151,204354,43023,-11333,184166,2.68623198395786,1330.72974620879
"13100","SSI","gp","penicillins","Staphylococcus aureus","sau","LTU","DRI","EURO C","Europe & Central Asia","EURO","High income","income",3,2832,945,6451,"income",2,86209,-26625,203085,44521,-6073,183942,1.87079156449068,8130.08171063761
"13102","SSI","gp","penicillins","Staphylococcus aureus","sau","NAM","DRI","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","global",3,766,249,1839,"global",2,80438,-38058,194107,40602,-16522,176877,2.69094837960021,2827.26645877376
"13104","SSI","gp","penicillins","Staphylococcus aureus","sau","HND","DRI","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","global",3,407,144,954,"global",2,85127,-28451,200935,42767,-9316,182093,2.68623198395786,1500.29641747085
"13105","SSI","gp","penicillins","Staphylococcus aureus","sau","BEL","DRI","EURO A","Europe & Central Asia","EURO","High income","whoc",1,7547,1495,18013,"income",2,81544,-31030,194630,44545,-12532,174370,1.87079156449068,21665.8639372112
"13107","SSI","gp","penicillins","Staphylococcus aureus","sau","FSM","DRI","WPRO B","East Asia & Pacific","WPRO","Lower middle income","global",3,749,281,1699,"global",2,83629,-37187,204972,42189,-18011,179870,2.68623198395786,2760.98775598444
"13109","SSI","gp","penicillins","Staphylococcus aureus","sau","CIV","DRI","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",3,205,68,485,"global",2,80818,-33438,188364,40512,-22456,169959,2.68623198395786,755.677556711361
"13110","SSI","gp","penicillins","Staphylococcus aureus","sau","BLR","DRI","EURO C","Europe & Central Asia","EURO","Upper middle income","wbregion",1,831,164,2065,"global",2,87507,-34340,198844,44169,-8986,185279,2.69094837960021,3067.17810344777
"13111","SSI","gp","penicillins","Staphylococcus aureus","sau","PAN","DRI","AMRO B","Latin America & Caribbean","PAHO","High income","income",3,2203,805,5237,"income",2,82792,-35320,202018,42497,-15037,180058,1.87079156449068,6324.35381657297
"13114","SSI","gp","penicillins","Staphylococcus aureus","sau","NIC","DRI","AMRO D","Latin America & Caribbean","PAHO","Lower middle income","global",3,277,99,629,"global",2,86399,-28787,201724,43338,-8347,182439,2.68623198395786,1021.08625955633
"13118","SSI","gp","penicillins","Staphylococcus aureus","sau","CHN","DRI","WPRO B","East Asia & Pacific","WPRO","Upper middle income","global",3,923,325,2015,"global",2,84183,-23830,204113,42553,-12877,181436,2.69094837960021,3406.74535437099
"13119","SSI","gp","penicillins","Staphylococcus aureus","sau","KAZ","DRI","EURO C","Europe & Central Asia","EURO","Upper middle income","wbregion",1,720,137,1882,"global",2,87866,-27614,200797,44293,-10509,180847,2.69094837960021,2657.48283331215
