"","Country (ISO3 Code)","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both"
"2727","SGP","WPRO A","East Asia & Pacific","WPRO","High income","gp","penicillins","SSI","income",2,5489,1949,11683,"income",2,36877,-16907,89972,21183,-7269,82081
"2728","SGP","WPRO A","East Asia & Pacific","WPRO","High income","gp","penicillins","SSTI","income",1,6808,2053,16269,"income",1,581,-590,1704,3695,-428,13221
"2729","SGP","WPRO A","East Asia & Pacific","WPRO","High income","gn","3g cephalosporins","UTI","whoc",1,3120,1289,6768,"income",2,1579,-746,3837,2350,-440,5864
"2730","SGP","WPRO A","East Asia & Pacific","WPRO","High income","gn","carbapenems","UTI","income",2,6774,321,18452,NA,NA,NA,NA,NA,6774,321,18452
"2731","SGP","WPRO A","East Asia & Pacific","WPRO","High income","gp","glycopeptides","UTI","income",1,1792,-38785,44115,NA,NA,NA,NA,NA,1792,-38785,44115
"2732","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","B-J","income",1,165,55,362,NA,NA,NA,NA,NA,165,55,362
"2733","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","BSI","whoc",3,268,91,616,"wbregion",2,845,-576,2229,557,-354,2036
"2734","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","BSI","whoc",1,167,5,477,NA,NA,NA,NA,NA,167,5,477
"2735","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","glycopeptides","BSI","whoc",1,69,-315,486,"wbregion",1,21826,-20813,70009,10947,-15020,62318
"2736","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","BSI","whoc",4,463,144,1133,"whoc",2,1282,-783,3374,872,-483,3132
"2737","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","COL/INF","income",1,109,42,241,"income",1,120,-107,342,115,-64,314
"2738","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","COL/INF","whoc",4,150,-17,442,"whoc",3,3674,-749,7933,1912,-79,7351
"2739","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","glycopeptides","COL/INF","wbregion",1,233,-40,681,"global",4,21503,-3393,45134,10868,-112,41865
"2740","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","COL/INF","whoc",1,276,-1905,2687,"global",7,3003,-4331,10867,1640,-3600,9426
"2741","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","RTI","whoc",1,324,101,739,NA,NA,NA,NA,NA,324,101,739
"2742","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","RTI","wbregion",2,89,-889,1191,"wbregion",1,6582,-5522,18695,3335,-3736,16833
"2743","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","tb","mdr","RTI","wbregion",1,349,-28,1009,"global",1,47725,-45863,136976,24037,-32448,122260
"2744","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","RTI","wbregion",2,20,-187,222,"global",5,-860,-5062,3805,-420,-4594,3016
"2745","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","SSI","global",2,208,66,497,"global",2,36951,-12468,88628,18579,-6614,81181
"2746","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","penicillins","SSTI","whoc",1,531,113,1389,"whoc",1,5451,-5942,16940,2991,-4467,14856
"2747","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","3g cephalosporins","UTI","wbregion",2,120,42,275,"global",2,1589,-777,4056,855,-451,3577
"2748","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gn","carbapenems","UTI","global",2,259,13,688,NA,NA,NA,NA,NA,259,13,688
"2749","SLB","WPRO B","East Asia & Pacific","WPRO","Lower middle income","gp","glycopeptides","UTI","global",1,62,-1423,1639,NA,NA,NA,NA,NA,62,-1423,1639
"2750","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,15,0,41,NA,NA,NA,NA,NA,15,0,41
"2751","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,17,6,37,"global",9,314,-141,738,165,-69,687
"2752","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,20,6,45,NA,NA,NA,NA,NA,20,6,45
"2753","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,27,10,58,"global",5,2783,-1041,6265,1405,-518,5756
"2754","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","wbregion",1,64,25,130,"global",12,213,-72,497,139,-32,451
"2755","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","whoc",1,14,5,28,"whoc",1,111,-106,337,63,-69,305
"2756","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,22,8,50,"global",10,3408,266,6601,1715,8,6170
"2757","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,18,1,48,"global",4,22108,-1756,46210,11063,-1,42622
"2758","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,11,1,29,"global",7,2876,-3982,10210,1443,-3226,9085
"2759","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,1,-15,18,NA,NA,NA,NA,NA,1,-15,18
"2760","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,7,-26,49,"global",1,6258,-5267,18269,3133,-3954,16504
"2761","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,520,-198,1646,"global",1,49909,-46198,145600,25215,-29525,129128
"2762","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,7,1,18,"global",5,-768,-5024,3461,-380,-4237,2835
"2763","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,26,8,58,"global",2,35590,-16749,85881,17808,-6235,79475
"2764","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,41,10,101,"global",2,642,-544,1722,342,-333,1581
"2765","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,12,4,28,"global",2,1597,-767,3881,804,-350,3582
"2766","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,32,0,88,NA,NA,NA,NA,NA,32,0,88
"2767","SLE","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,1,-193,177,NA,NA,NA,NA,NA,1,-193,177
"2768","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","B-J","whoc",1,548,-661,2196,NA,NA,NA,NA,NA,548,-661,2196
"2769","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","BSI","whoc",2,483,29,1283,"global",9,317,-154,785,400,-101,1079
"2770","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","BSI","whoc",2,15,-711,788,NA,NA,NA,NA,NA,15,-711,788
"2771","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","glycopeptides","BSI","global",14,361,114,830,"global",5,2844,-458,6410,1602,45,5904
"2772","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","BSI","global",27,232,72,553,"global",12,220,-77,534,226,-27,543
"2773","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","COL/INF","whoc",4,486,182,1078,"whoc",1,1543,-1658,4751,1014,-1092,4123
"2774","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","COL/INF","whoc",1,136,-98,458,"whoc",1,2237,-2138,6648,1187,-1496,5782
"2775","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","glycopeptides","COL/INF","global",7,230,9,639,"global",4,22011,-2691,46647,11121,-21,42944
"2776","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","COL/INF","whoc",1,44,17,93,"global",7,2996,-4084,9774,1520,-2867,8801
"2777","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","RTI","global",7,18,-220,266,NA,NA,NA,NA,NA,18,-220,266
"2778","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","RTI","global",4,96,-328,605,"global",1,6390,-5906,18888,3243,-4153,16664
"2779","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","tb","mdr","RTI","global",3,6438,-3316,20344,"global",1,46591,-46255,137767,26515,-26759,125358
"2780","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","RTI","global",13,95,19,254,"global",5,-698,-5359,3549,-302,-4483,3046
"2781","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","SSI","global",2,338,112,791,"global",2,36666,-12157,90416,18502,-6385,79335
"2782","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","SSTI","global",2,526,126,1275,"global",2,602,-499,1602,564,-302,1539
"2783","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","UTI","global",4,159,51,372,"global",2,1610,-703,3955,885,-373,3630
"2784","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","UTI","global",2,423,9,1174,NA,NA,NA,NA,NA,423,9,1174
"2785","SLV","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","glycopeptides","UTI","global",1,69,-2327,2597,NA,NA,NA,NA,NA,69,-2327,2597
"2786","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,577,-6878,8469,NA,NA,NA,NA,NA,577,-6878,8469
"2787","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,4291,1229,10034,"whoc",4,1582,-6619,9648,2937,-5442,9924
"2788","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,7251,1503,19705,NA,NA,NA,NA,NA,7251,1503,19705
"2789","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,15226,1875,40769,"whoc",1,35310,-34380,108913,25268,-22549,95066
"2790","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,2495,-7130,13953,"whoc",1,1694,-1537,4860,2094,-5214,11603
"2791","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,15995,5465,38862,"income",2,25591,-14455,67322,20793,-9282,60896
"2792","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,6293,-1977,19693,"income",6,19312,2022,37596,12803,-1317,35316
"2793","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,10754,-1368,32871,"whoc",1,32699,-33645,96078,21726,-21404,87634
"2794","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,11021,4336,23555,"whoc",2,10419,-3868,24361,10720,-1369,24300
"2795","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-1031,-5181,1891,NA,NA,NA,NA,NA,-1031,-5181,1891
"2796","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,6288,-2426,20969,"global",1,6018,-5954,18370,6153,-5349,20125
"2797","SMR","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,68982,5153,187549,"income",1,45519,-58670,139922,57251,-34546,162925
"2798","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,12562,4365,29748,"whoc",1,33285,-30860,95019,22923,-21031,86922
"2799","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,7570,2514,17609,"income",2,36998,-14078,88764,22284,-5102,79376
"2800","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,9401,2655,23012,"income",1,596,-483,1733,6466,-185,21276
"2801","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,4108,1586,8889,"whoc",1,1308,-1180,3932,2708,-899,7735
"2802","SMR","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,6202,-1235,18831,NA,NA,NA,NA,NA,6202,-1235,18831
"2803","SMR","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,2052,-56025,61036,NA,NA,NA,NA,NA,2052,-56025,61036
"2804","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gn","3g cephalosporins","BSI",NA,NA,NA,NA,NA,"global",9,312,-137,750,312,-137,750
"2805","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gp","glycopeptides","BSI",NA,NA,NA,NA,NA,"global",5,2871,-702,6235,2871,-702,6235
"2806","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gp","penicillins","BSI",NA,NA,NA,NA,NA,"global",12,216,-69,518,216,-69,518
"2807","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gn","3g cephalosporins","COL/INF",NA,NA,NA,NA,NA,"wbregion",1,110,-98,333,110,-98,333
"2808","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gn","carbapenems","COL/INF",NA,NA,NA,NA,NA,"global",10,3527,434,6719,3527,434,6719
"2809","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gp","glycopeptides","COL/INF",NA,NA,NA,NA,NA,"global",4,21113,-2957,46677,21113,-2957,46677
"2810","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gp","penicillins","COL/INF",NA,NA,NA,NA,NA,"global",7,3146,-4025,10024,3146,-4025,10024
"2811","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gn","carbapenems","RTI",NA,NA,NA,NA,NA,"global",1,6292,-5927,18624,6292,-5927,18624
"2812","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","tb","mdr","RTI",NA,NA,NA,NA,NA,"global",1,47087,-47657,131238,47087,-47657,131238
"2813","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gp","penicillins","RTI",NA,NA,NA,NA,NA,"global",5,-815,-5243,3835,-815,-5243,3835
"2814","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gp","penicillins","SSI",NA,NA,NA,NA,NA,"global",2,36816,-13822,87162,36816,-13822,87162
"2815","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gp","penicillins","SSTI",NA,NA,NA,NA,NA,"global",2,607,-456,1738,607,-456,1738
"2816","SOM","EMRO D","Sub-Saharan Africa","EMRO","Low income","gn","3g cephalosporins","UTI",NA,NA,NA,NA,NA,"global",2,1575,-762,4034,1575,-762,4034
"2817","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","B-J","income",1,2177,-2323,8735,NA,NA,NA,NA,NA,2177,-2323,8735
"2818","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","BSI","income",13,860,265,2106,"income",3,309,-140,796,585,-75,1671
"2819","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","BSI","income",3,-474,-3563,1865,NA,NA,NA,NA,NA,-474,-3563,1865
"2820","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","glycopeptides","BSI","wbregion",2,2604,462,6377,"wbregion",1,35546,-31275,108850,19075,-23830,98336
"2821","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","BSI","income",6,1042,-79,2885,"income",2,129,-115,354,585,-108,2521
"2822","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","COL/INF","income",6,1631,598,3423,"income",3,1227,-123,2523,1429,139,3078
"2823","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","COL/INF","whoc",3,937,262,2129,"income",4,2917,-384,6174,1927,57,5716
"2824","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","glycopeptides","COL/INF","wbregion",1,1862,-399,5102,"wbregion",1,31638,-27997,93444,16750,-18284,80715
"2825","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","COL/INF","income",1,169,65,353,"wbregion",2,9973,-4014,23228,5071,-1533,21562
"2826","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","RTI","income",7,79,-734,921,NA,NA,NA,NA,NA,79,-734,921
"2827","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","RTI","income",1,7912,-6071,28105,"income",1,6069,-6965,18189,6990,-6525,23858
"2828","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","tb","mdr","RTI","wbregion",2,36875,-10511,114307,"wbregion",1,44575,-49975,139451,40725,-34681,131706
"2829","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","RTI","income",3,246,19,639,"wbregion",1,34859,-30817,94780,17553,-20557,87297
"2830","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","SSI","global",2,1303,450,3033,"global",2,37154,-12203,85730,19229,-5005,77106
"2831","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","SSTI","income",2,2043,373,5086,"income",1,5645,-5300,16325,3243,-2532,13215
"2832","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","UTI","wbregion",1,693,270,1433,"wbregion",1,1322,-1146,4056,1007,-794,3624
"2833","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","UTI","global",2,1570,-51,4414,NA,NA,NA,NA,NA,1570,-51,4414
"2834","SRB","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","glycopeptides","UTI","global",1,424,-9624,11845,NA,NA,NA,NA,NA,424,-9624,11845
"2835","STP","AFRO D",NA,"AFRO",NA,"gp","penicillins","B-J","global",3,44,0,121,NA,NA,NA,NA,NA,44,0,121
"2836","STP","AFRO D",NA,"AFRO",NA,"gn","3g cephalosporins","BSI","global",29,48,17,104,"global",9,304,-135,766,176,-86,682
"2837","STP","AFRO D",NA,"AFRO",NA,"gn","carbapenems","BSI","global",13,57,15,134,NA,NA,NA,NA,NA,57,15,134
"2838","STP","AFRO D",NA,"AFRO",NA,"gp","glycopeptides","BSI","global",14,79,27,178,"global",5,2865,-555,6231,1472,14,5813
"2839","STP","AFRO D",NA,"AFRO",NA,"gp","penicillins","BSI","global",27,50,15,114,"global",12,216,-71,517,133,-27,458
"2840","STP","AFRO D",NA,"AFRO",NA,"gn","3g cephalosporins","COL/INF","whoc",1,39,15,80,"whoc",1,114,-107,330,76,-69,305
"2841","STP","AFRO D",NA,"AFRO",NA,"gn","carbapenems","COL/INF","global",21,64,21,144,"global",10,3349,221,6518,1707,22,6046
"2842","STP","AFRO D",NA,"AFRO",NA,"gp","glycopeptides","COL/INF","global",7,48,-1,125,"global",4,21426,-1599,43212,10737,-6,39732
"2843","STP","AFRO D",NA,"AFRO",NA,"gp","penicillins","COL/INF","global",14,32,3,79,"global",7,3004,-4280,10787,1518,-2973,9400
"2844","STP","AFRO D",NA,"AFRO",NA,"gn","3g cephalosporins","RTI","global",7,3,-43,54,NA,NA,NA,NA,NA,3,-43,54
"2845","STP","AFRO D",NA,"AFRO",NA,"gn","carbapenems","RTI","global",4,20,-77,132,"global",1,5901,-6881,18003,2960,-4297,16100
"2846","STP","AFRO D",NA,"AFRO",NA,"tb","mdr","RTI","global",3,1377,-653,4291,"global",1,47879,-44782,143728,24628,-29589,125627
"2847","STP","AFRO D",NA,"AFRO",NA,"gp","penicillins","RTI","global",13,21,3,52,"global",5,-802,-5039,3305,-391,-4533,2767
"2848","STP","AFRO D",NA,"AFRO",NA,"gp","penicillins","SSI","global",2,74,22,163,"global",2,36132,-15177,90114,18103,-8320,82204
"2849","STP","AFRO D",NA,"AFRO",NA,"gp","penicillins","SSTI","global",2,115,21,290,"global",2,598,-476,1734,357,-350,1522
"2850","STP","AFRO D",NA,"AFRO",NA,"gn","3g cephalosporins","UTI","global",4,35,9,77,"global",2,1598,-827,3983,816,-486,3666
"2851","STP","AFRO D",NA,"AFRO",NA,"gn","carbapenems","UTI","global",2,94,7,249,NA,NA,NA,NA,NA,94,7,249
"2852","STP","AFRO D",NA,"AFRO",NA,"gp","glycopeptides","UTI","global",1,20,-524,566,NA,NA,NA,NA,NA,20,-524,566
"2853","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","B-J","whoc",1,670,-846,2693,NA,NA,NA,NA,NA,670,-846,2693
"2854","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","BSI","whoc",2,566,7,1495,"income",3,316,-194,792,441,-119,1309
"2855","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","BSI","whoc",2,22,-830,826,NA,NA,NA,NA,NA,22,-830,826
"2856","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","BSI","global",14,417,135,987,"global",5,2876,-630,6395,1647,-137,5720
"2857","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","BSI","income",6,318,8,897,"income",2,130,-113,352,224,-71,723
"2858","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","COL/INF","whoc",4,561,212,1202,"whoc",1,1519,-1674,4743,1040,-1167,4151
"2859","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","COL/INF","whoc",1,165,-99,599,"whoc",1,2325,-1915,6818,1245,-1202,6102
"2860","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","COL/INF","global",7,258,2,740,"global",4,21828,-2718,44264,11043,-84,41369
"2861","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","COL/INF","whoc",1,51,19,117,"global",7,3213,-3906,10626,1632,-2803,9622
"2862","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","RTI","income",7,21,-257,308,NA,NA,NA,NA,NA,21,-257,308
"2863","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","RTI","income",1,2290,-2071,8457,"income",1,6049,-6441,18456,4170,-4923,16794
"2864","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","tb","mdr","RTI","global",3,7354,-2162,24511,"global",1,47597,-39622,133689,27476,-27099,120724
"2865","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","RTI","income",3,73,5,194,"global",5,-735,-5252,3646,-331,-4535,2939
"2866","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSI","global",2,390,128,907,"global",2,36579,-17054,88212,18484,-7224,79425
"2867","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSTI","income",2,614,141,1707,"income",1,5532,-4383,16013,3073,-2898,14521
"2868","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","UTI","global",4,183,62,414,"global",2,1585,-786,4043,884,-357,3628
"2869","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","UTI","global",2,492,-12,1357,NA,NA,NA,NA,NA,492,-12,1357
"2870","SUR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","UTI","global",1,106,-2841,3105,NA,NA,NA,NA,NA,106,-2841,3105
"2871","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,146,-1321,1617,NA,NA,NA,NA,NA,146,-1321,1617
"2872","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","income",24,875,306,2010,"income",8,283,-169,743,579,-91,1699
"2873","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","income",10,1359,417,3206,NA,NA,NA,NA,NA,1359,417,3206
"2874","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","income",14,1677,590,3690,"income",5,2791,-755,6059,2234,-188,5746
"2875","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","income",25,720,259,1606,"income",12,219,-57,532,469,-18,1344
"2876","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,3299,1053,7714,"income",2,25676,-17965,65651,14488,-10485,60182
"2877","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",3,1151,287,2749,"income",6,19069,547,36694,10110,293,34235
"2878","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","income",7,1085,40,2825,"income",4,22018,-1366,46044,11552,-45,41232
"2879","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","income",13,712,8,1874,"income",7,3093,-3610,10148,1902,-2484,8967
"2880","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-212,-1000,395,NA,NA,NA,NA,NA,-212,-1000,395
"2881","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","income",3,289,-1906,2613,"global",1,6600,-5915,18045,3445,-3933,16317
"2882","SVK","EURO B","Europe & Central Asia","EURO","High income","tb","mdr","RTI","income",3,30743,-13812,98635,"income",1,45381,-54385,138013,38062,-32948,127053
"2883","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","income",12,514,93,1294,"income",5,-771,-5044,3904,-128,-4487,3021
"2884","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,1589,475,3581,"income",2,35878,-16197,86459,18734,-5929,78278
"2885","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,1931,542,4672,"income",1,567,-568,1644,1476,-244,4265
"2886","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","income",4,741,238,1725,"income",2,1634,-706,3976,1188,-445,3552
"2887","SVK","EURO B","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","income",2,2001,145,5199,NA,NA,NA,NA,NA,2001,145,5199
"2888","SVK","EURO B","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,128,-11470,12812,NA,NA,NA,NA,NA,128,-11470,12812
"2889","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,182,-2319,2697,NA,NA,NA,NA,NA,182,-2319,2697
"2890","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,1490,397,3745,"whoc",4,1568,-6940,9787,1529,-5442,8245
