,Country (ISO3 Code),WHO-CHOICE Region,World Bank Geographical Region,World Health Organization Region,World Bank Income Status,Gram stain,Antibiotic Class,Syndrome,Regional Level of MA for LOS,Number of Studies in MA for LOS,Mean Cost - from Excess LOS,Low 95% UI Bound - from Excess LOS,High 95% UI Bound - from Excess LOS,Regional Level of MA for Extracted Costs,Number of Studies in MA for Extracted Costs,Mean Cost - from Extracted Costs,Low 95% UI Bound - from Exctraced Costs,High 95% UI Bound - from Extraced Costs,Mean Cost - Across Both,Low 95% UI Bound - Across Both,High 95% UI Bound - Across Both
2002,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,glycopeptides,BSI,global,3,623,202,1520,global,2,23721,-12780,63151,12172,-7217,57553
2003,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,penicillins,BSI,global,5,525,196,1137,global,3,994,-813,2699,759,-440,2422
2004,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gn,3g cephalosporins,COL/INF,income,1,350,133,761,global,2,1776,-720,4208,1063,-386,3777
2005,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gn,carbapenems,COL/INF,global,9,448,157,996,NA,NA,NA,NA,NA,448,157,996
2006,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,glycopeptides,COL/INF,global,3,478,14,1300,global,5,13189,-648,27840,6834,-13,24613
2007,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,penicillins,COL/INF,global,7,727,272,1631,global,4,32568,-2557,67023,16648,237,61223
2008,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,glycopeptides,IAI,global,1,117,0,348,global,1,33343,-35788,99441,16730,-25407,88238
2009,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gn,carbapenems,RTI,global,1,858,-2776,5303,global,1,5065,-4778,14652,2962,-3760,13450
2010,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,penicillins,SSI,global,3,775,283,1774,global,2,83792,-30045,196265,42283,-12392,179310
2011,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,penicillins,SSTI,global,1,835,175,2049,NA,NA,NA,NA,NA,835,175,2049
2012,SLV,AMRO B,Latin America & Caribbean,PAHO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9632,-10410,29110,9632,-10410,29110
2013,SMR,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,whoc,1,9446,464,25242,income,2,597,-496,1672,5021,-424,21598
2014,SMR,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,whoc,2,9805,-2125,30738,NA,NA,NA,NA,NA,9805,-2125,30738
2015,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,13936,4629,34836,income,2,23172,-15037,63527,18554,-8551,55935
2016,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,whoc,2,19257,5233,48362,income,3,1022,-735,2619,10140,-487,39539
2017,SMR,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,whoc,1,1209,-3115,6167,global,2,1771,-518,4242,1490,-2298,5187
2018,SMR,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,whoc,5,8330,-6982,32810,NA,NA,NA,NA,NA,8330,-6982,32810
2019,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,10910,300,29715,income,5,13463,-215,27148,12187,-130,28845
2020,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,whoc,2,9163,2708,21848,income,4,32514,-956,66298,20838,1900,59348
2021,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,2586,-220,7934,income,1,32629,-33231,102307,17608,-23851,88593
2022,SMR,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,20380,-59973,122395,global,1,4996,-4541,14740,12688,-46453,93819
2023,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,whoc,1,11310,2062,29058,income,2,82166,-35072,199286,46738,-13716,178520
2024,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,whoc,1,18864,4270,47481,NA,NA,NA,NA,NA,18864,4270,47481
2025,SMR,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10722,-9566,30063,10722,-9566,30063
2026,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gn,3g cephalosporins,BSI,NA,NA,NA,NA,NA,global,2,580,-482,1618,580,-482,1618
2027,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gp,glycopeptides,BSI,NA,NA,NA,NA,NA,global,2,24264,-14940,66393,24264,-14940,66393
2028,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gp,penicillins,BSI,NA,NA,NA,NA,NA,global,3,1021,-739,2581,1021,-739,2581
2029,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gn,3g cephalosporins,COL/INF,NA,NA,NA,NA,NA,global,2,1723,-643,4206,1723,-643,4206
2030,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gp,glycopeptides,COL/INF,NA,NA,NA,NA,NA,global,5,13254,378,26459,13254,378,26459
2031,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gp,penicillins,COL/INF,NA,NA,NA,NA,NA,global,4,32216,-1716,65118,32216,-1716,65118
2032,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gp,glycopeptides,IAI,NA,NA,NA,NA,NA,global,1,33716,-34399,100130,33716,-34399,100130
2033,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gn,carbapenems,RTI,NA,NA,NA,NA,NA,global,1,5040,-5451,14823,5040,-5451,14823
2034,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gp,penicillins,SSI,NA,NA,NA,NA,NA,global,2,83842,-37691,201203,83842,-37691,201203
2035,SOM,EMRO D,Sub-Saharan Africa,EMRO,Low income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9933,-9097,28631,9933,-9097,28631
2036,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,3g cephalosporins,BSI,income,2,1341,529,2805,income,2,586,-472,1732,963,-318,2472
2037,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,carbapenems,BSI,income,1,5571,329,15758,NA,NA,NA,NA,NA,5571,329,15758
2038,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,BSI,global,3,2367,808,5145,global,2,23302,-13334,63493,12834,-9253,57728
2039,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,BSI,income,2,1910,717,4032,income,2,968,-691,2599,1439,-447,3516
2040,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,3072,184,8015,income,2,1815,-770,4260,2444,-436,6998
2041,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,carbapenems,COL/INF,income,1,1128,460,2291,NA,NA,NA,NA,NA,1128,460,2291
2042,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,COL/INF,global,3,1809,111,4892,global,5,13364,-1334,27429,7587,-29,24743
2043,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,COL/INF,wbregion,2,1596,490,3500,global,4,32739,-1532,67143,17168,459,61498
2044,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,IAI,global,1,459,-1,1292,global,1,35238,-32741,100745,17849,-18867,89493
2045,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gn,carbapenems,RTI,income,1,3278,-12749,22021,income,1,5287,-4761,15364,4282,-9191,18781
2046,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,SSI,wbregion,1,1912,335,5010,global,2,83387,-37971,201560,42649,-19970,184440
2047,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,penicillins,SSTI,wbregion,1,3212,770,7794,NA,NA,NA,NA,NA,3212,770,7794
2048,SRB,EURO B,Europe & Central Asia,EURO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10244,-9963,31224,10244,-9963,31224
2049,STP,AFRO D,NA,AFRO,NA,gn,3g cephalosporins,BSI,global,3,76,28,156,global,2,563,-477,1657,320,-361,1456
2050,STP,AFRO D,NA,AFRO,NA,gn,carbapenems,BSI,global,4,99,24,230,NA,NA,NA,NA,NA,99,24,230
2051,STP,AFRO D,NA,AFRO,NA,gp,glycopeptides,BSI,global,3,134,41,306,global,2,23961,-13853,61171,12047,-7326,56550
2052,STP,AFRO D,NA,AFRO,NA,gp,penicillins,BSI,global,5,114,44,235,global,3,995,-760,2686,555,-514,2431
2053,STP,AFRO D,NA,AFRO,NA,gn,3g cephalosporins,COL/INF,whoc,1,76,29,157,global,2,1734,-690,4218,905,-371,3796
2054,STP,AFRO D,NA,AFRO,NA,gn,carbapenems,COL/INF,global,9,96,35,209,NA,NA,NA,NA,NA,96,35,209
2055,STP,AFRO D,NA,AFRO,NA,gp,glycopeptides,COL/INF,global,3,104,10,272,global,5,13521,-373,27699,6812,7,25729
2056,STP,AFRO D,NA,AFRO,NA,gp,penicillins,COL/INF,global,7,159,59,338,global,4,32609,-3066,69135,16384,57,63254
2057,STP,AFRO D,NA,AFRO,NA,gp,glycopeptides,IAI,global,1,25,1,70,global,1,34629,-28445,100080,17327,-18788,89745
2058,STP,AFRO D,NA,AFRO,NA,gn,carbapenems,RTI,global,1,211,-563,1281,global,1,5261,-4430,14710,2736,-2486,13061
2059,STP,AFRO D,NA,AFRO,NA,gp,penicillins,SSI,global,3,168,59,364,global,2,81884,-34322,193918,41026,-15339,179982
2060,STP,AFRO D,NA,AFRO,NA,gp,penicillins,SSTI,global,1,180,41,419,NA,NA,NA,NA,NA,180,41,419
2061,STP,AFRO D,NA,AFRO,NA,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9563,-9959,29570,9563,-9959,29570
2062,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,3g cephalosporins,BSI,income,2,405,158,867,income,2,600,-600,1721,503,-383,1542
2063,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,BSI,income,1,1723,65,4536,NA,NA,NA,NA,NA,1723,65,4536
2064,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,BSI,global,3,722,235,1647,global,2,24080,-14686,62978,12401,-9230,55518
2065,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,BSI,income,2,575,218,1250,income,2,960,-729,2719,767,-444,2415
2066,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,916,118,2502,income,2,1781,-688,4144,1348,-265,3921
2067,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,COL/INF,income,1,341,134,728,NA,NA,NA,NA,NA,341,134,728
2068,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,COL/INF,global,3,548,12,1570,global,5,12714,-918,26146,6631,-75,24040
2069,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,COL/INF,global,7,837,326,1876,global,4,32668,-5374,67858,16753,221,62582
2070,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,IAI,global,1,133,-3,357,global,1,36349,-31759,105289,18241,-20907,95493
2071,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,RTI,income,1,1003,-3722,6180,income,1,5159,-4793,14932,3081,-4229,13454
2072,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,SSI,global,3,896,323,1949,global,2,82250,-32195,206845,41573,-13254,180480
2073,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,SSTI,global,1,967,232,2391,NA,NA,NA,NA,NA,967,232,2391
2074,SUR,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9732,-8207,29750,9732,-8207,29750
2075,SVK,EURO B,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,income,3,1651,656,3504,income,2,620,-399,1658,1136,-223,3124
2076,SVK,EURO B,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,income,3,1905,471,4705,NA,NA,NA,NA,NA,1905,471,4705
2077,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,2919,958,6843,income,2,23137,-16066,59263,13028,-9792,55116
2078,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,income,5,2450,950,5263,income,3,1034,-559,2597,1742,-339,4602
2079,SVK,EURO B,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,income,1,215,-593,1218,global,2,1773,-830,4321,994,-653,3985
2080,SVK,EURO B,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,income,8,2625,521,6358,NA,NA,NA,NA,NA,2625,521,6358
2081,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,2221,51,5936,income,5,12960,-749,27317,7590,-70,25368
2082,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,income,7,3400,1315,7416,income,4,32433,-1728,65535,17917,1199,61901
2083,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,549,6,1471,income,1,35228,-26946,99995,17889,-17691,91731
2084,SVK,EURO B,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,4559,-14464,26143,global,1,5104,-4333,14608,4832,-10498,21066
2085,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,income,3,3606,1301,8130,income,2,81801,-37719,203782,42703,-10404,180020
2086,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,income,1,3960,858,9576,NA,NA,NA,NA,NA,3960,858,9576
2087,SVK,EURO B,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10147,-9823,29640,10147,-9823,29640
2088,SVN,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,whoc,1,3148,4,8428,income,2,595,-539,1691,1872,-435,6960
2089,SVN,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,whoc,2,3543,-831,11004,NA,NA,NA,NA,NA,3543,-831,11004
2090,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,4662,1511,10483,income,2,24827,-16206,65065,14744,-9349,57349
2091,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,whoc,2,6539,1763,15592,income,3,1052,-638,2820,3796,-349,12656
2092,SVN,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,whoc,1,362,-944,2069,global,2,1827,-460,4376,1094,-791,3925
2093,SVN,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,whoc,5,2612,-2394,10302,NA,NA,NA,NA,NA,2612,-2394,10302
2094,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,3500,70,9262,income,5,13670,-1946,28385,8585,-356,25986
2095,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,whoc,2,3109,929,7143,income,4,32676,-3781,67912,17893,616,61121
2096,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,847,-51,2458,income,1,36105,-30431,107104,18476,-20448,93442
2097,SVN,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,7236,-23966,42780,global,1,4797,-4878,14581,6017,-18002,34137
2098,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,whoc,1,3762,619,9557,income,2,83982,-33375,204413,43872,-12517,179506
2099,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,whoc,1,6300,1402,15406,NA,NA,NA,NA,NA,6300,1402,15406
2100,SVN,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,9365,-11423,29832,9365,-11423,29832
2101,SWE,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,whoc,1,6712,47,18632,income,2,587,-533,1689,3649,-507,15825
2102,SWE,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,whoc,2,7220,-1727,23605,NA,NA,NA,NA,NA,7220,-1727,23605
2103,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,10274,3172,24628,income,2,23354,-14577,62737,16814,-9572,55697
2104,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,whoc,2,13884,3065,32539,income,3,969,-826,2852,7426,-522,29043
2105,SWE,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,whoc,1,855,-2035,4648,global,2,1737,-885,4139,1296,-1608,4438
2106,SWE,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,whoc,5,5714,-5579,21016,NA,NA,NA,NA,NA,5714,-5579,21016
2107,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,7961,392,22142,income,5,13140,-775,26382,10551,88,25995
2108,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,whoc,2,6682,1998,15253,income,4,33272,-2068,69187,19977,1438,64692
2109,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,1922,29,5635,income,1,34533,-34338,101574,18228,-18766,89480
2110,SWE,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,14596,-44949,88351,global,1,5115,-4489,14436,9856,-35212,72251
2111,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,whoc,1,8205,1795,21743,income,2,84048,-25938,197598,46127,-7952,178728
2112,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,whoc,1,13823,3400,35608,NA,NA,NA,NA,NA,13823,3400,35608
2113,SWE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,9429,-9721,30137,9429,-9721,30137
2114,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,BSI,global,3,203,78,429,global,2,602,-477,1639,403,-303,1528
2115,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,BSI,global,4,264,66,615,NA,NA,NA,NA,NA,264,66,615
2116,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,BSI,global,3,356,115,815,global,2,24102,-16875,60994,12229,-9147,56301
2117,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,BSI,global,5,302,113,624,global,3,1019,-768,2836,661,-451,2548
2118,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,COL/INF,whoc,1,780,291,1690,global,2,1806,-662,4318,1293,-218,3936
2119,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,COL/INF,global,9,256,94,558,NA,NA,NA,NA,NA,256,94,558
2120,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,COL/INF,global,3,268,-1,740,global,5,13189,-393,27648,6729,-20,24891
2121,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,COL/INF,global,7,418,160,881,global,4,32001,-3195,65354,16209,132,61627
2122,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,IAI,global,1,68,-1,181,global,1,33581,-35399,100755,16824,-22944,91716
2123,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,RTI,global,1,539,-1557,3178,global,1,5142,-4792,15235,2841,-3374,13474
2124,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSI,global,3,450,160,956,global,2,82266,-38160,200356,41358,-19610,183151
2125,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSTI,global,1,468,108,1114,NA,NA,NA,NA,NA,468,108,1114
2126,SWZ,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9663,-10156,29359,9663,-10156,29359
2127,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gn,3g cephalosporins,BSI,income,3,1787,634,4003,income,2,597,-475,1736,1192,-310,3584
2128,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gn,carbapenems,BSI,income,3,2096,477,5514,NA,NA,NA,NA,NA,2096,477,5514
2129,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,glycopeptides,BSI,income,3,3110,903,7528,income,2,24890,-13955,63255,14000,-8479,58428
2130,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,penicillins,BSI,income,5,2653,928,5969,income,3,996,-554,2742,1824,-351,5205
2131,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gn,3g cephalosporins,COL/INF,whoc,1,1771,640,3850,global,2,1786,-483,4158,1779,-187,4017
2132,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gn,carbapenems,COL/INF,income,8,2819,481,7441,NA,NA,NA,NA,NA,2819,481,7441
2133,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,glycopeptides,COL/INF,income,3,2378,80,6758,income,5,13511,-636,27498,7945,-45,25940
2134,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,penicillins,COL/INF,income,7,3667,1275,7979,income,4,34174,-1113,69112,18920,1174,64355
2135,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,glycopeptides,IAI,income,1,599,-28,1817,income,1,33852,-30309,98980,17226,-22253,90281
2136,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gn,carbapenems,RTI,global,1,4655,-15955,28856,global,1,5022,-5014,15070,4838,-12663,23932
2137,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,penicillins,SSI,income,3,3904,1303,8727,income,2,83061,-33139,198793,43482,-15375,184483
2138,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,penicillins,SSTI,income,1,4236,961,10808,NA,NA,NA,NA,NA,4236,961,10808
2139,SYC,AFRO D,Sub-Saharan Africa,AFRO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10377,-10530,30040,10377,-10530,30040
2140,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gn,3g cephalosporins,BSI,global,3,609,206,1307,global,2,593,-450,1604,601,-295,1535
2141,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gn,carbapenems,BSI,wbregion,1,-87,-2020,1605,NA,NA,NA,NA,NA,-87,-2020,1605
2142,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,glycopeptides,BSI,global,3,1087,314,2468,global,2,23370,-15888,61875,12229,-9365,54833
2143,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,penicillins,BSI,global,5,904,306,1939,global,3,1021,-673,2865,962,-488,2578
2144,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gn,3g cephalosporins,COL/INF,global,5,837,197,1979,global,2,1727,-711,4199,1282,-366,3798
2145,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gn,carbapenems,COL/INF,whoc,1,511,178,1114,NA,NA,NA,NA,NA,511,178,1114
2146,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,glycopeptides,COL/INF,global,3,788,7,2155,global,5,13470,-458,28193,7129,-8,25374
2147,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,penicillins,COL/INF,global,7,1260,430,2816,global,4,32188,-4417,68932,16724,263,60916
2148,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,glycopeptides,IAI,global,1,204,-6,590,global,1,33702,-34802,99367,16953,-24328,88904
2149,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gn,carbapenems,RTI,global,1,1648,-5887,10131,global,1,5132,-4351,15232,3390,-5107,14002
2150,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,penicillins,SSI,global,3,1340,431,3131,global,2,81539,-43021,195051,41439,-17849,172391
2151,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,penicillins,SSTI,global,1,1442,341,3778,NA,NA,NA,NA,NA,1442,341,3778
2152,SYR,EMRO E,Middle East & North Africa,EMRO,Low income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9980,-8714,29423,9980,-8714,29423
2153,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,BSI,global,3,40,16,84,global,2,607,-426,1706,324,-325,1557
2154,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,BSI,global,4,51,12,133,NA,NA,NA,NA,NA,51,12,133
2155,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,BSI,global,3,70,23,145,global,2,25467,-12938,63337,12768,-6770,57641
2156,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,BSI,global,5,60,22,123,global,3,960,-695,2614,510,-396,2318
2157,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,COL/INF,whoc,1,40,15,79,global,2,1731,-714,4213,885,-350,3819
2158,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,COL/INF,global,9,51,18,107,NA,NA,NA,NA,NA,51,18,107
2159,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,COL/INF,global,3,53,2,142,global,5,13286,-1352,28278,6670,-2,24991
2160,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,COL/INF,global,7,83,30,176,global,4,33400,-1594,69501,16741,30,63508
2161,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,IAI,global,1,13,-1,37,global,1,33640,-31289,101452,16827,-20532,90201
2162,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,RTI,global,1,97,-341,589,global,1,5191,-4809,14848,2644,-3396,13655
2163,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSI,global,3,89,31,191,global,2,83430,-33498,200627,41760,-15589,180915
2164,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSTI,global,1,94,21,223,NA,NA,NA,NA,NA,94,21,223
2165,TCD,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10249,-9230,29906,10249,-9230,29906
2166,TGO,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,BSI,global,3,27,10,55,global,2,578,-516,1700,302,-348,1491
2167,TGO,AFRO D,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,BSI,global,4,35,9,85,NA,NA,NA,NA,NA,35,9,85
2168,TGO,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,BSI,global,3,46,15,101,global,2,24344,-15173,63107,12195,-7165,56455
2169,TGO,AFRO D,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,BSI,global,5,40,16,84,global,3,977,-816,2693,508,-576,2443
